timestamp,direction,price,fastEma,slowEma,atr,rsi,gapAbs,gapNorm,tradeOutcome,pnl,exitPrice,holdingPeriod
2025-06-19T05:45:00.000Z,SHORT,24803.25,24814.8,24815.78,28,44.39,0.98,0.0349,SMALL_PROFIT,58.55,24744.7,16
2025-06-19T08:45:00.000Z,LONG,24817.2,24808.13,24808.09,30.31,48.39,0.04,0.0013,SMALL_PROFIT,222.9,25040.1,87
2025-06-19T09:00:00.000Z,SHORT,24804.7,24807.45,24807.78,29.52,50.31,0.34,0.0114,SMALL_PROFIT,60,24744.7,3
2025-06-19T09:15:00.000Z,LONG,24810.5,24808.06,24808.03,28.44,44.54,0.03,0.0009,SMALL_PROFIT,256.7,25067.2,90
2025-06-19T09:30:00.000Z,SHORT,24791.75,24804.8,24806.55,25.98,34.01,1.76,0.0676,SMALL_PROFIT,47.05,24744.7,1
2025-06-20T04:00:00.000Z,LONG,24874.35,24815.08,24810.02,23.54,59.63,5.06,0.2148,SMALL_PROFIT,192.85,25067.2,15
2025-06-23T04:15:00.000Z,SHORT,24853.65,24968.36,24981.41,40.22,37.45,13.05,0.3246,BREAKEVEN,0,24853.65,0
2025-06-23T07:45:00.000Z,LONG,25030.4,24965.32,24959.51,56.09,59.78,5.81,0.1036,SMALL_PROFIT,278.35,25308.75,91
2025-06-24T08:30:00.000Z,SHORT,25040.15,25135.09,25148.02,63.47,40.61,12.93,0.2037,SMALL_PROFIT,7.95,25032.2,3
2025-06-25T04:15:00.000Z,LONG,25203.75,25131.33,25129.04,67.78,55.14,2.29,0.0338,SMALL_PROFIT,54.95,25258.7,14
2025-06-30T04:45:00.000Z,SHORT,25555,25594.4,25595.41,26.3,40.96,1.01,0.0384,SMALL_PROFIT,65.35,25489.65,15
2025-07-01T04:15:00.000Z,LONG,25569.6,25541.92,25540.96,28.17,47.54,0.96,0.034,BREAKEVEN,0,25569.6,0
2025-07-01T04:30:00.000Z,SHORT,25531.3,25539.79,25540.08,28.15,50.76,0.29,0.0102,SMALL_PROFIT,15.9,25515.4,7
2025-07-01T04:45:00.000Z,LONG,25545.8,25540.99,25540.6,28.17,50.1,0.39,0.014,SMALL_PROFIT,6.05,25551.85,15
2025-07-01T05:15:00.000Z,SHORT,25520.95,25537.29,25539,26.96,46.08,1.71,0.0636,SMALL_PROFIT,5.55,25515.4,4
2025-07-01T08:30:00.000Z,LONG,25551.85,25534.88,25534.31,29.15,49.77,0.57,0.0197,SMALL_PROFIT,17.05,25568.9,77
2025-07-01T09:00:00.000Z,SHORT,25526,25533.08,25533.58,25.89,50.16,0.51,0.0196,SMALL_PROFIT,120.65,25405.35,91
2025-07-01T09:30:00.000Z,LONG,25537.25,25534.24,25534.05,25,49.29,0.2,0.0078,SMALL_PROFIT,31.65,25568.9,73
2025-07-02T04:45:00.000Z,SHORT,25523.55,25533.71,25534.67,20.54,37.73,0.96,0.0468,SMALL_PROFIT,126.75,25396.8,13
2025-07-03T04:15:00.000Z,LONG,25545.35,25467.24,25466.04,24.78,63.52,1.2,0.0486,SMALL_PROFIT,25.15,25570.5,15
2025-07-03T08:45:00.000Z,SHORT,25453.6,25501.51,25503.69,36.85,35.01,2.18,0.0593,SMALL_PROFIT,114,25339.6,86
2025-07-04T09:15:00.000Z,LONG,25453.65,25405.39,25402.37,35.17,63.5,3.03,0.0861,SMALL_PROFIT,15.15,25468.8,272
2025-07-08T06:00:00.000Z,SHORT,25436.65,25446.21,25447.23,23.94,51.15,1.03,0.0429,BREAKEVEN,0,25436.65,0
2025-07-08T06:45:00.000Z,LONG,25466.15,25451.21,25449.35,23.5,57.63,1.87,0.0794,SMALL_PROFIT,69.85,25536,11
2025-07-09T09:00:00.000Z,SHORT,25469.45,25511.49,25513.29,23.16,35.28,1.8,0.0777,SMALL_PROFIT,101.2,25368.25,86
2025-07-15T03:45:00.000Z,LONG,25147.4,25084.68,25081.06,29.4,51.98,3.62,0.1232,SMALL_PROFIT,75.85,25223.25,9
2025-07-16T04:30:00.000Z,SHORT,25141.75,25166.84,25169.91,26.12,46.03,3.07,0.1176,SMALL_PROFIT,14.7,25127.05,2
2025-07-16T06:45:00.000Z,LONG,25185.05,25166.76,25164.84,27.63,60.09,1.92,0.0694,SMALL_PROFIT,58.7,25243.75,7
2025-07-17T04:30:00.000Z,SHORT,25160.1,25195.43,25195.84,24.58,39.51,0.41,0.0166,SMALL_PROFIT,44.45,25115.65,19
2025-07-21T04:30:00.000Z,LONG,25052.55,24984.8,24984.09,33.41,58.06,0.71,0.0212,SMALL_PROFIT,35.55,25088.1,20
2025-07-22T09:15:00.000Z,SHORT,25066.6,25077.79,25078.35,29.46,44.42,0.57,0.0192,SMALL_PROFIT,8.1,25058.5,1
2025-07-23T03:45:00.000Z,LONG,25113.75,25080.45,25078.97,30.22,55.38,1.48,0.049,SMALL_PROFIT,94.7,25208.45,19
2025-07-24T05:45:00.000Z,SHORT,25112.65,25159.65,25164.57,24.52,33.25,4.92,0.2007,SMALL_PROFIT,209.5,24903.15,91
