timestamp,direction,price,fastEma,slowEma,atr,rsi,gapAbs,gapNorm,tradeOutcome,pnl,exitPrice,holdingPeriod
2025-05-14T04:15:00.000Z,LONG,24727.4,24665.4,24664.87,82.11,58.77,0.53,0.0065,SMALL_PROFIT,30.75,24758.15,1
2025-05-14T07:00:00.000Z,SHORT,24629.7,24673.16,24678.56,67.51,39,5.4,0.0799,SMALL_PROFIT,82.8,24546.9,84
2025-05-15T05:15:00.000Z,LONG,24780.3,24654.94,24645.04,46.13,47.68,9.9,0.2145,SMALL_PROFIT,325.15,25105.45,14
2025-05-19T07:30:00.000Z,SHORT,24980.55,25003.76,25005.65,40.27,49.01,1.89,0.0469,SMALL_PROFIT,118.05,24862.5,91
2025-05-21T05:00:00.000Z,LONG,24916.1,24825.58,24815.14,38.37,65.2,10.44,0.272,BREAKEVEN,0,24916.1,0
2025-05-21T06:45:00.000Z,SHORT,24743.05,24810.51,24818.58,37.52,43.97,8.07,0.2151,SMALL_PROFIT,162.8,24580.25,88
2025-05-23T03:45:00.000Z,LONG,24713.8,24606.37,24602.34,43.99,68.25,4.02,0.0915,SMALL_PROFIT,176.3,24890.1,7
2025-05-27T03:45:00.000Z,SHORT,24790.45,24953.82,24961.11,44.96,34.87,7.29,0.1621,SMALL_PROFIT,59.1,24731.35,20
2025-05-27T06:30:00.000Z,LONG,24957.45,24911.76,24908.33,31.6,45.47,3.43,0.1086,BREAKEVEN,0,24957.45,0
2025-05-27T06:45:00.000Z,SHORT,24856.3,24900.67,24903.6,29.28,45.88,2.93,0.1001,SMALL_PROFIT,124.95,24731.35,8
2025-05-29T04:15:00.000Z,LONG,24804.05,24786.84,24785.54,34.36,52.85,1.29,0.0377,BREAKEVEN,0,24804.05,0
2025-05-29T05:00:00.000Z,SHORT,24743.2,24777.18,24781.55,32.55,41.03,4.37,0.1343,SMALL_PROFIT,42.65,24700.55,8
2025-05-29T09:30:00.000Z,LONG,24850.75,24769.57,24761.71,33.04,69.3,7.86,0.238,SMALL_PROFIT,30.1,24880.85,1
2025-05-30T05:30:00.000Z,SHORT,24754.3,24772.88,24775.04,34.14,49.89,2.16,0.0632,SMALL_PROFIT,188.8,24565.5,281
2025-05-30T08:15:00.000Z,LONG,24788.95,24766.43,24766.27,47.01,47.23,0.16,0.0033,BREAKEVEN,0,24788.95,0
2025-05-30T08:30:00.000Z,SHORT,24753.6,24763.86,24765.12,45.94,50.89,1.26,0.0274,SMALL_PROFIT,188.1,24565.5,269
2025-05-30T09:00:00.000Z,LONG,24769.45,24766.03,24765.95,41.47,49.48,0.08,0.0018,BREAKEVEN,0,24769.45,0
2025-05-30T09:15:00.000Z,SHORT,24764.4,24765.7,24765.81,41.67,46.51,0.11,0.0026,SMALL_PROFIT,198.9,24565.5,266
2025-06-02T07:45:00.000Z,LONG,24707.1,24680.7,24678.7,50.76,57.33,2,0.0395,SMALL_PROFIT,21.15,24728.25,1
2025-06-03T04:00:00.000Z,SHORT,24646.8,24679.9,24683.73,39.95,40.74,3.83,0.0959,SMALL_PROFIT,116.3,24530.5,13
2025-06-04T06:15:00.000Z,LONG,24594.35,24585.77,24585.55,43.46,54,0.22,0.0051,SMALL_PROFIT,154.85,24749.2,88
2025-06-06T04:15:00.000Z,SHORT,24712.3,24729.9,24731.73,48.23,53.91,1.84,0.0381,BREAKEVEN,0,24712.3,0
2025-06-06T04:30:00.000Z,LONG,24750.6,24734.04,24733.45,48.75,64.05,0.59,0.0121,SMALL_PROFIT,275.2,25025.8,7
2025-06-10T09:15:00.000Z,SHORT,25102.4,25120.81,25121.65,28.44,44.45,0.83,0.0293,SMALL_PROFIT,10.9,25091.5,2
2025-06-11T04:15:00.000Z,LONG,25145.7,25124.36,25122.22,21.44,58.86,2.13,0.0995,SMALL_PROFIT,69.05,25214.75,12
2025-06-11T08:45:00.000Z,SHORT,25142.6,25162.06,25163.34,25.05,42.88,1.28,0.0512,SMALL_PROFIT,112.65,25029.95,86
2025-06-16T04:00:00.000Z,LONG,24765,24731.7,24731.47,39.23,48.69,0.23,0.0058,SMALL_PROFIT,196.5,24961.5,18
2025-06-17T05:15:00.000Z,SHORT,24875.85,24890.54,24891.37,33.89,48.82,0.82,0.0243,SMALL_PROFIT,47.95,24827.9,8
2025-06-18T04:00:00.000Z,LONG,24937.8,24876.96,24870.59,26.3,56.27,6.37,0.2422,BREAKEVEN,0,24937.8,0
2025-06-18T05:30:00.000Z,SHORT,24837.95,24869.19,24871.24,22.59,38.21,2.05,0.0906,SMALL_PROFIT,71.75,24766.2,13
2025-06-19T04:15:00.000Z,LONG,24842.35,24815.63,24815.19,33.6,53.36,0.44,0.0132,BREAKEVEN,0,24842.35,0
