timestamp,open,high,low,close,volume
2015-01-09T03:30:00.000Z,8285.45,8303.00,8273.95,8282.00,0
2015-01-09T04:30:00.000Z,8281.80,8291.45,8274.95,8285.70,0
2015-01-09T05:30:00.000Z,8285.75,8288.85,8250.20,8259.10,0
2015-01-09T06:30:00.000Z,8259.20,8270.40,8191.10,8265.85,0
2015-01-09T07:30:00.000Z,8265.80,8272.60,8204.75,8216.45,0
2015-01-09T08:30:00.000Z,8216.95,8280.70,8208.75,8266.65,0
2015-01-09T09:30:00.000Z,8268.95,8296.35,8266.65,8280.25,0
2015-01-12T03:30:00.000Z,8291.35,8291.35,8245.60,8285.90,0
2015-01-12T04:30:00.000Z,8285.80,8297.30,8273.45,8284.35,0
2015-01-12T05:30:00.000Z,8284.35,8289.55,8276.10,8287.75,0
2015-01-12T06:30:00.000Z,8287.80,8293.90,8252.50,8270.85,0
2015-01-12T07:30:00.000Z,8270.75,8290.60,8265.65,8282.00,0
2015-01-12T08:30:00.000Z,8281.40,8322.25,8281.40,8305.85,0
2015-01-12T09:30:00.000Z,8305.80,8332.25,8305.80,8326.55,0
2015-01-13T03:30:00.000Z,8346.15,8355.90,8322.00,8339.70,0
2015-01-13T04:30:00.000Z,8340.00,8344.75,8332.15,8337.95,0
2015-01-13T05:30:00.000Z,8338.10,8343.40,8323.30,8338.50,0
2015-01-13T06:30:00.000Z,8338.60,8342.95,8321.30,8332.60,0
2015-01-13T07:30:00.000Z,8332.65,8356.65,8332.30,8352.40,0
2015-01-13T08:30:00.000Z,8352.50,8353.25,8268.15,8281.75,0
2015-01-13T09:30:00.000Z,8281.00,8309.30,8274.75,8303.80,0
2015-01-14T03:30:00.000Z,8307.25,8326.30,8286.85,8312.15,0
2015-01-14T04:30:00.000Z,8312.40,8312.55,8290.30,8304.65,0
2015-01-14T05:30:00.000Z,8304.45,8304.75,8278.55,8283.60,0
2015-01-14T06:30:00.000Z,8283.90,8288.70,8236.75,8252.45,0
2015-01-14T07:30:00.000Z,8251.50,8264.55,8244.05,8256.75,0
2015-01-14T08:30:00.000Z,8256.70,8301.90,8251.35,8263.65,0
2015-01-14T09:30:00.000Z,8263.85,8290.25,8262.30,8287.75,0
2015-01-15T03:30:00.000Z,8425.20,8452.65,8380.75,8422.35,0
2015-01-15T04:30:00.000Z,8422.35,8426.25,8399.10,8418.85,0
2015-01-15T05:30:00.000Z,8419.25,8468.55,8417.10,8463.40,0
2015-01-15T06:30:00.000Z,8463.65,8482.95,8451.75,8475.85,0
2015-01-15T07:30:00.000Z,8475.50,8486.85,8468.15,8479.40,0
2015-01-15T08:30:00.000Z,8478.55,8526.90,8475.60,8516.55,0
2015-01-15T09:30:00.000Z,8516.50,8516.50,8459.35,8461.15,0
2015-01-19T03:30:00.000Z,8553.40,8561.80,8548.20,8554.20,0
2015-01-19T04:30:00.000Z,8553.30,8570.80,8552.05,8568.70,0
2015-01-19T05:30:00.000Z,8568.35,8569.70,8540.70,8547.60,0
2015-01-19T06:30:00.000Z,8548.20,8555.20,8531.70,8549.45,0
2015-01-19T07:30:00.000Z,8549.75,8566.85,8549.05,8566.20,0
2015-01-19T08:30:00.000Z,8566.05,8568.25,8543.45,8551.60,0
2015-01-19T09:30:00.000Z,8551.70,8557.45,8546.25,8550.30,0
2015-01-20T03:30:00.000Z,8575.10,8596.75,8574.65,8590.95,0
2015-01-20T04:30:00.000Z,8591.60,8604.90,8591.15,8600.85,0
2015-01-20T05:30:00.000Z,8601.15,8607.75,8592.00,8605.30,0
2015-01-20T06:30:00.000Z,8605.50,8629.30,8599.10,8616.65,0
2015-01-20T07:30:00.000Z,8616.85,8649.30,8614.00,8645.45,0
2015-01-20T08:30:00.000Z,8645.55,8694.90,8642.25,8692.45,0
2015-01-20T09:30:00.000Z,8692.90,8707.75,8687.10,8691.25,0
2015-01-21T03:30:00.000Z,8719.65,8739.95,8699.90,8736.35,0
2015-01-21T04:30:00.000Z,8736.50,8741.50,8703.20,8703.65,0
2015-01-21T05:30:00.000Z,8703.35,8719.75,8689.70,8719.10,0
2015-01-21T06:30:00.000Z,8719.55,8728.45,8703.05,8715.20,0
2015-01-21T07:30:00.000Z,8715.30,8734.60,8708.30,8725.45,0
2015-01-21T08:30:00.000Z,8725.05,8732.10,8703.20,8723.00,0
2015-01-21T09:30:00.000Z,8723.15,8734.80,8723.15,8728.05,0
2015-01-22T03:30:00.000Z,8745.85,8764.25,8735.00,8760.55,0
2015-01-22T04:30:00.000Z,8760.50,8772.45,8751.60,8752.80,0
2015-01-22T05:30:00.000Z,8751.85,8765.60,8747.80,8760.90,0
2015-01-22T06:30:00.000Z,8759.90,8765.15,8744.50,8746.60,0
2015-01-22T07:30:00.000Z,8745.80,8761.80,8741.00,8743.15,0
2015-01-22T08:30:00.000Z,8742.20,8748.45,8727.15,8735.55,0
2015-01-22T09:30:00.000Z,8735.65,8774.00,8735.65,8762.20,0
2015-01-23T03:30:00.000Z,8827.95,8866.15,8827.95,8853.65,0
