timestamp,open,high,low,close,volume
1514778300000,10531.7,10534.8,10518.35,10523.25,0
1514779200000,10522.95,10524.05,10516.55,10523.85,0
1514780100000,10524.05,10531.4,10521.85,10527,0
1514781000000,10526.95,10533.05,10524.65,10532.25,0
1514781900000,10532.05,10535,10529.7,10531.05,0
1514782800000,10531.1,10537.8,10527.55,10531.85,0
1514783700000,10532.35,10536.3,10531.3,10532.3,0
1514784600000,10532.35,10533.4,10525.25,10527.45,0
1514785500000,10527.45,10533.15,10527.45,10530.2,0
1514786400000,10530.6,10534.2,10529.15,10532.6,0
1514787300000,10532.65,10534.05,10525.45,10526.15,0
1514788200000,10525.85,10526.8,10521.15,10523.5,0
1514789100000,10523.3,10525.15,10519.65,10520.4,0
1514790000000,10520.2,10525.4,10519.75,10525.3,0
1514790900000,10525,10525.65,10517.7,10519.65,0
1514791800000,10519.5,10522.05,10516,10516,0
1514792700000,10515.95,10517.25,10504.45,10512.15,0
1514793600000,10512.2,10516.65,10511,10512.5,0
1514794500000,10512.25,10514.5,10511.15,10513.65,0
1514795400000,10513.65,10524.7,10511.65,10521.95,0
1514796300000,10521.95,10531.65,10521.2,10528.2,0
1514797200000,10527.75,10530.65,10521.55,10524.75,0
1514798100000,10525.35,10528.1,10464.2,10465,0
1514799000000,10465.05,10465.05,10423.3,10442.7,0
1514799900000,10443.25,10443.25,10426.95,10432.45,0
1514864700000,10477.55,10495,10465.1,10475.75,0
1514865600000,10475.8,10476.1,10430.6,10447.35,0
1514866500000,10447.75,10452.8,10428.4,10437.5,0
1514867400000,10437.6,10437.7,10409.8,10428.2,0
1514868300000,10428.35,10441.85,10426.1,10441.85,0
1514869200000,10442.15,10455.15,10435.9,10442.65,0
1514870100000,10442.1,10451.7,10433.8,10444.1,0
1514871000000,10444.25,10449.55,10437.7,10445.85,0
1514871900000,10445.6,10447.75,10428.55,10434.95,0
1514872800000,10434.8,10443.45,10433.8,10442.7,0
1514873700000,10442.55,10443.35,10433.2,10439.05,0
1514874600000,10438.95,10445.55,10437.45,10438.9,0
1514875500000,10439.1,10454.8,10438.6,10454.3,0
1514876400000,10453.95,10454.4,10444.7,10447.6,0
1514877300000,10447.35,10447.35,10432.15,10435.85,0
1514878200000,10435.9,10438.6,10429.35,10436.75,0
1514879100000,10436.75,10443.4,10431.7,10440.45,0
1514880000000,10440.8,10444.25,10436.4,10443.05,0
1514880900000,10443.2,10447.55,10424.5,10425.35,0
1514881800000,10425.4,10435.5,10416.05,10423.45,0
1514882700000,10423.4,10426.9,10412.55,10419.15,0
1514883600000,10419.05,10425.1,10405.1,10423.6,0
1514884500000,10422.15,10438.8,10422.15,10432.15,0
1514885400000,10431.55,10451.8,10431.55,10446.15,0
1514886300000,10445.1,10447.2,10437.7,10439.55,0
1514951100000,10482.65,10482.65,10462.9,10471.55,0
1514952000000,10471.15,10471.85,10461,10467.1,0
1514952900000,10466.9,10487.25,10466.25,10486.7,0
1514953800000,10486.55,10503.5,10485.75,10495.65,0
1514954700000,10495.55,10498.25,10489.9,10493.9,0
1514955600000,10494.2,10495.95,10490,10490.4,0
1514956500000,10490.1,10490.85,10482.3,10488.45,0
1514957400000,10488.5,10489.65,10476.55,10477.9,0
1514958300000,10477.8,10486.05,10476.2,10484.85,0
1514959200000,10484.8,10486.7,10479.95,10482.45,0
1514960100000,10482.45,10486.8,10481.55,10485.25,0
1514961000000,10485.1,10486.6,10475.85,10477.7,0
1514961900000,10477.65,10483.3,10475.85,10478.5,0
1514962800000,10478.55,10479.25,10454.85,10461.1,0
1514963700000,10461.25,10471.15,10459.15,10468.6,0
1514964600000,10468.45,10469.1,10463.1,10467.55,0
1514965500000,10467.65,10476.55,10466.9,10472.45,0
1514966400000,10472.5,10475.45,10463.8,10465.25,0
1514967300000,10465.65,10475.8,10462.4,10474.75,0
1514968200000,10474.5,10476.6,10468.85,10468.9,0
1514969100000,10469.1,10474.05,10444.35,10451.2,0
1514970000000,10451.25,10453.15,10431.05,10431.55,0
1514970900000,10431.65,10447.45,10429.9,10443.05,0
1514971800000,10443.7,10450.05,10435.3,10440.4,0
1514972700000,10440.65,10446.85,10439.55,10446.75,0
1515037500000,10469.4,10469.75,10441.5,10457.6,0
1515038400000,10457.55,10463.35,10447.4,10460.05,0
1515039300000,10460.4,10464.75,10455.8,10459.35,0
1515040200000,10459.45,10464.6,10450.2,10450.4,0
1515041100000,10450.6,10460.5,10449.95,10454.1,0
1515042000000,10454.2,10455.15,10447.65,10454.3,0
1515042900000,10454.15,10462.25,10453.75,10460.05,0
1515043800000,10459.75,10462.25,10455.15,10457.15,0
1515044700000,10457.35,10469.25,10455.2,10464.7,0
1515045600000,10464.3,10468.7,10462.05,10466.2,0
1515046500000,10466.45,10468.7,10460.25,10462.75,0
1515047400000,10462.9,10475.65,10462.5,10473.7,0
1515048300000,10473.5,10475.8,10468.9,10470.05,0
1515049200000,10470.25,10478.6,10470.1,10475.15,0
1515050100000,10475.1,10475.65,10464.5,10465.3,0
1515051000000,10465.2,10474.75,10465.2,10474.35,0
1515051900000,10474.3,10477,10472.3,10472.7,0
1515052800000,10472.9,10490.85,10471.4,10484.85,0
1515053700000,10484.85,10496.4,10484.85,10490.85,0
1515054600000,10490.8,10496.9,10475.85,10485,0
1515055500000,10485.4,10488.75,10480.3,10481.7,0
1515056400000,10481.45,10492.75,10480.7,10483.6,0
1515057300000,10483.4,10493.65,10483.4,10484.4,0
1515058200000,10483.55,10505.75,10483.55,10503.45,0
1515059100000,10503.95,10512.4,10502.9,10505.35,0
1515123900000,10534.25,10541.05,10522.6,10540.85,0
1515124800000,10540.5,10554.25,10539.75,10545.35,0
1515125700000,10544.8,10555,10544.35,10552.4,0
1515126600000,10552.55,10562.7,10550.8,10554.25,0
1515127500000,10554.15,10555.9,10544.9,10549.5,0
1515128400000,10549.25,10552.75,10547.45,10550,0
1515129300000,10550.1,10550.9,10546.45,10547.9,0
1515130200000,10547.4,10549.45,10545.55,10546.75,0
1515131100000,10546.3,10547.05,10541.2,10541.85,0
1515132000000,10541.65,10541.9,10526.65,10533.2,0
1515132900000,10533.45,10537.8,10530.8,10536.05,0
1515133800000,10535.5,10535.65,10520.15,10534.9,0
1515134700000,10534.7,10535.15,10528.2,10532.4,0
1515135600000,10532.5,10540.65,10532.45,10538.3,0
1515136500000,10538.1,10538.55,10531.45,10534.7,0
1515137400000,10534.3,10537,10533.3,10536.3,0
1515138300000,10536.4,10542.55,10535.35,10538.4,0
1515139200000,10538.2,10545.15,10532.1,10542.45,0
1515140100000,10542.4,10548.9,10541.35,10547.4,0
1515141000000,10547.15,10551.3,10538.35,10550.15,0
1515141900000,10549.6,10553.9,10543.9,10544.4,0
1515142800000,10544.1,10549.2,10542.2,10547.25,0
1515143700000,10547.25,10552.75,10545.85,10550.45,0
1515144600000,10550.65,10560.3,10546.7,10555.45,0
1515145500000,10555.3,10565.85,10554.6,10561.35,0
1515383100000,10591.7,10614.05,10591.7,10606.3,0
1515384000000,10606.1,10618.05,10600.55,10615.95,0
1515384900000,10616.2,10618.9,10605.6,10608.9,0
1515385800000,10608.3,10615.25,10606.95,10612.25,0
1515386700000,10612.3,10617.2,10612.15,10615.15,0
1515387600000,10615.1,10621.75,10615.1,10617.5,0
1515388500000,10616.85,10618.6,10608,10613.45,0
1515389400000,10613.7,10619.05,10613.05,10616.5,0
1515390300000,10616.4,10622.4,10615.15,10620.45,0
1515391200000,10620.85,10623.1,10616.15,10618.7,0
1515392100000,10618.55,10619.15,10611.45,10611.95,0
1515393000000,10611.7,10616.3,10611.4,10612.95,0
1515393900000,10613.1,10615.35,10611,10613.75,0
1515394800000,10613.6,10619.25,10613.25,10618.5,0
1515395700000,10618.25,10619.25,10614.75,10617.45,0
1515396600000,10617.3,10618.75,10609.75,10612.65,0
1515397500000,10612.5,10613.95,10605.3,10605.45,0
1515398400000,10606.1,10609.25,10597.9,10607.3,0
1515399300000,10607.15,10613.75,10599.5,10604.35,0
1515400200000,10604.15,10609.85,10602.75,10604.85,0
1515401100000,10604.85,10616.1,10602.95,10603.5,0
1515402000000,10605.85,10616.95,10604.3,10615.95,0
1515402900000,10616.2,10620.9,10614,10620.6,0
1515403800000,10621.15,10631.15,10621.15,10625.55,0
1515404700000,10625.8,10627.8,10614.55,10617.85,0
1515469500000,10645.1,10659.05,10608.25,10627.1,0
1515470400000,10627.65,10631.4,10611.15,10615.65,0
1515471300000,10615.65,10626.45,10615.65,10624.4,0
1515472200000,10623.55,10629.8,10619.6,10627.2,0
1515473100000,10627.45,10630.5,10625.85,10629.3,0
1515474000000,10629.3,10636.1,10627.25,10633.15,0
1515474900000,10633.3,10633.95,10627.75,10631.5,0
1515475800000,10631.2,10634.9,10629.1,10629.35,0
1515476700000,10629.85,10636.65,10629.3,10635.9,0
1515477600000,10635.35,10636.6,10630.25,10633.3,0
1515478500000,10633.25,10634.9,10629.8,10631.35,0
1515479400000,10631.6,10631.8,10619.3,10621.05,0
1515480300000,10620.9,10623.6,10612.45,10614.55,0
1515481200000,10614,10625.55,10613.9,10622.7,0
1515482100000,10622.8,10627.3,10619.7,10622.75,0
1515483000000,10623,10625.4,10619.3,10622.2,0
1515483900000,10622.55,10625.5,10603.7,10613.65,0
1515484800000,10613.6,10623.85,10613.6,10613.7,0
1515485700000,10613.75,10623.55,10613.4,10621.2,0
1515486600000,10621.4,10632.2,10620.1,10627.8,0
1515487500000,10627.85,10630.5,10621.75,10628.4,0
